"Worldbirds Location","Worldbirds Location ID","Worldbirds Latitude","Worldbirds Longitude","Worldbirds Region/State","eBird Location","eBird Region Code","eBird Country Code","eBird Latitude","eBird Longitude"
"NF36_C",13060,41.2324,-8.63004,,,,"PT",,
"NF36_E",13062,41.2684,-8.62981,,,,"PT",,
"NF36_I",13066,41.2503,-8.60606,,,,"PT",,
"NF36_L",13069,41.2142,-8.58246,,,,"PT",,
"NF36_P",13072,41.2682,-8.58207,,,,"PT",,
"NF36_Q",13073,41.1961,-8.55875,,,,"PT",,
"NF36_T",13076,41.2501,-8.55834,,,,"PT",,
"NF37_C",13085,41.3224,-8.62945,,,,"PT",,
"NF37_F",13088,41.2863,-8.60581,,,,"PT",,
"NF37_H",27579,41.3321666667,-8.5971666667,,,,"PT",,
"NF37_J",13092,41.3584,-8.60532,,,,"PT",,
"NF37_N",13096,41.3403,-8.58155,,,,"PT",,
"NF37_S",13100,41.3221,-8.55779,,,,"PT",,
"NF37_V",13103,41.286,-8.53419,,,,"PT",,
"NF38_A",13108,41.3765,-8.6291,,,,"PT",,
"NF38_C",13110,41.4125,-8.62887,,,,"PT",,
"NF38_G",13114,41.3944,-8.60507,,,,"PT",,
"NF38_R",13124,41.3942,-8.55724,,,,"PT",,
"NF38_V",13128,41.3761,-8.53347,,,,"PT",,
"NF41_A",13183,40.7457,-8.5148,,,,"PT",,
"NF41_D",13186,40.7997,-8.51436,,,,"PT",,
"NF41_G",13189,40.7636,-8.49097,,,,"PT",,
"NF41_K",13193,40.7454,-8.46744,,,,"PT",,
"NF41_N",13196,40.7994,-8.46696,,,,"PT",,
"NF41_R",13199,40.7633,-8.4436,,,,"PT",,
"NF42_A",13208,40.8357,-8.51406,,,,"PT",,
"NF42_E",13212,40.9077,-8.51346,,,,"PT",,
"NF42_G",13214,40.8536,-8.49019,,,,"PT",,
"NF42_J",13217,40.9076,-8.48973,,,,"PT",,
"NF42_K",13218,40.8355,-8.46664,,,,"PT",,
"NF42_N",13221,40.8895,-8.46615,,,,"PT",,
"NF42_R",13224,40.8534,-8.44276,,,,"PT",,
"NF42_S",13225,40.8714,-8.44259,,,,"PT",,
"NF42_U",13227,40.9074,-8.44225,,,,"PT",,
"NF42_V",13228,40.8352,-8.41921,,,,"PT",,
"NF42_X",13230,40.8712,-8.41886,,,,"PT",,
"NF43_F",13238,40.9256,-8.48957,,,,"PT",,
"NF43_H",13240,40.9617,-8.48926,,,,"PT",,
"NF43_J",13242,40.9977,-8.48895,,,,"PT",,
"NF43_R",13249,40.9434,-8.44191,,,,"PT",,
"NF43_U",13252,40.9974,-8.44141,,,,"PT",,
"NF43_Y",13256,40.9793,-8.41781,,,,"PT",,
"NF44_B",13259,41.0338,-8.51242,,,,"PT",,
"NF44_D",13261,41.0698,-8.51212,,,,"PT",,
"NF44_F",13263,41.0157,-8.48879,,,,"PT",,
"NF44_H",13265,41.0517,-8.48848,,,,"PT",,
"NF44_I",13266,41.0697,-8.48832,,,,"PT",,
"NF44_L",13269,41.0336,-8.46485,,,,"PT",,
"NF44_P",13272,41.0876,-8.46436,,,,"PT",,
"NF45_F",13288,41.1057,-8.48801,,,,"PT",,
"NF45_H",13290,41.1417,-8.4877,,,,"PT",,
"NF45_J",13292,41.1778,-8.48738,,,,"PT",,
"NF45_S",13300,41.1415,-8.44005,,,,"PT",,
"NF45_V",13303,41.1053,-8.41658,,,,"PT",,
"NF45_Y",13306,41.1594,-8.41606,,,,"PT",,
"NF46_E",13312,41.2679,-8.51047,,,,"PT",,
"NF46_G",13314,41.2138,-8.48707,,,,"PT",,
"NF46_I",13316,41.2498,-8.48676,,,,"PT",,
"NF46_K",13318,41.1956,-8.46339,,,,"PT",,
"NF46_M",13320,41.2317,-8.46306,,,,"PT",,
"NF46_P",13322,41.2677,-8.46273,,,,"PT",,
"NF48_A",13358,41.376,-8.50957,,,,"PT",,
"NF48_C",13360,41.412,-8.50927,,,,"PT",,
"NF48_E",13362,41.448,-8.50896,,,,"PT",,
"NF48_I",13366,41.4299,-8.48519,,,,"PT",,
"NF48_M",13370,41.4117,-8.46143,,,,"PT",,
"NF48_T",13376,41.4296,-8.43734,,,,"PT",,
"NF51_K",13443,40.7447,-8.34905,,,,"PT",,
"NF51_M",13445,40.7808,-8.34866,,,,"PT",,
"NF53_E",13487,40.9972,-8.39387,,,,"PT",,
"NF53_G",13489,40.943,-8.37066,,,,"PT",,
"NF53_I",13491,40.979,-8.37029,,,,"PT",,
"NF53_M",13495,40.9609,-8.34672,,,,"PT",,
"NF53_P",13497,40.9969,-8.34633,,,,"PT",,
"NF53_T",13501,40.9787,-8.32276,,,,"PT",,
"NF54_C",13510,41.0512,-8.39332,,,,"PT",,
"NF54_D",13511,41.0692,-8.39314,,,,"PT",,
"NF54_E",13512,41.0872,-8.39296,,,,"PT",,
"NF54_I",13516,41.069,-8.36934,,,,"PT",,
"NF54_M",13520,41.0509,-8.34575,,,,"PT",,
"NF54_P",13522,41.0869,-8.34535,,,,"PT",,
"NF54_T",13526,41.0688,-8.32175,,,,"PT",,
"NF54_Z",13532,41.0866,-8.29775,,,,"PT",,
"NF55_U",13552,41.1768,-8.32054,,,,"PT",,
"NF57_C",13585,41.3213,-8.39058,,,,"PT",,
"NF57_E",13587,41.3573,-8.39022,,,,"PT",,
"NF57_I",13591,41.3392,-8.36651,,,,"PT",,
"NF57_M",13595,41.321,-8.34281,,,,"PT",,
"NF57_V",13603,41.2847,-8.29546,,,,"PT",,
"NF57_Z",13607,41.3567,-8.29462,,,,"PT",,
"NF58_C",13610,41.4113,-8.38967,,,,"PT",,
"NF58_F",13613,41.3752,-8.36613,,,,"PT",,
"NF58_J",13617,41.4472,-8.36537,,,,"PT",,
"NF58_T",13626,41.4289,-8.3177,,,,"PT",,
"NF58_V",13628,41.3747,-8.29441,,,,"PT",,
"NF58_Z",13632,41.4468,-8.29357,,,,"PT",,
"NF62_C",13710,40.8703,-8.27652,,,,"PT",,
"NF62_G",13714,40.8522,-8.25301,,,,"PT",,
"NF62_K",13718,40.834,-8.22952,,,,"PT",,
"NF62_N",13721,40.888,-8.22884,,,,"PT",,
"NF62_S",13725,40.8698,-8.20535,,,,"PT",,
"NF62_W",13729,40.8516,-8.18186,,,,"PT",,
"NF64_H",13765,41.0503,-8.25059,,,,"PT",,
"NF64_K",13768,41.0141,-8.22726,,,,"PT",,
"NF64_M",13770,41.0501,-8.2268,,,,"PT",,
"NF64_N",13771,41.0681,-8.22658,,,,"PT",,
"NF64_R",13774,41.0319,-8.20325,,,,"PT",,
"NF64_V",13778,41.0137,-8.17971,,,,"PT",,
"NF64_W",13779,41.0317,-8.17947,,,,"PT",,
"NF64_X",13780,41.0497,-8.17923,,,,"PT",,
"NF64_Z",13782,41.0858,-8.17874,,,,"PT",,
"NF65_A",13783,41.1045,-8.27374,,,,"PT",,
"NF65_G",13789,41.1223,-8.24971,,,,"PT",,
"NF65_I",13791,41.1583,-8.24926,,,,"PT",,
"NF65_M",13795,41.1401,-8.22566,,,,"PT",,
"NF65_P",13797,41.1762,-8.22521,,,,"PT",,
"NF65_R",13799,41.122,-8.20208,,,,"PT",,
"NF65_W",13804,41.1218,-8.17826,,,,"PT",,
"NF66_C",13810,41.2305,-8.27223,,,,"PT",,
"NF66_E",13812,41.2665,-8.2718,,,,"PT",,
"NF66_I",13816,41.2484,-8.24815,,,,"PT",,
"NF66_Q",13823,41.194,-8.20114,,,,"PT",,
"NF66_U",13827,41.266,-8.2002,,,,"PT",,
"NF66_W",13829,41.2118,-8.17706,,,,"PT",,
"NF68_A",13858,41.3746,-8.2705,,,,"PT",,
"NF68_C",13860,41.4106,-8.27007,,,,"PT",,
"NF68_E",13862,41.4466,-8.26964,,,,"PT",,
"NF68_I",13866,41.4284,-8.24593,,,,"PT",,
"NF68_J",13867,41.4464,-8.2457,,,,"PT",,
"NF68_K",13868,41.3742,-8.22269,,,,"PT",,
"NF68_L",13869,41.3922,-8.22246,,,,"PT",,
"NF68_N",13871,41.4283,-8.222,,,,"PT",,
"NF68_U",13877,41.4461,-8.19784,,,,"PT",,
"NF68_V",13878,41.3739,-8.17488,,,,"PT",,
"NF68_X",13880,41.4099,-8.17439,,,,"PT",,
"NF68_Z",13882,41.4459,-8.17391,,,,"PT",,
"NF71_Z",13957,40.8147,-8.06382,,,,"PT",,
"NF74_E",14012,41.0856,-8.15494,,,,"PT",,
"NF74_F",14013,41.0134,-8.13216,,,,"PT",,
"NF74_J",14017,41.0854,-8.13114,,,,"PT",,
"NF74_K",14018,41.0132,-8.10838,,,,"PT",,
"NF74_L",14019,41.0312,-8.10812,,,,"PT",,
"NF74_N",14021,41.0672,-8.1076,,,,"PT",,
"NF74_Q",14023,41.013,-8.08461,,,,"PT",,
"NF74_S",14025,41.049,-8.08408,,,,"PT",,
"NF74_V",14028,41.0128,-8.06083,,,,"PT",,
"NF74_W",14029,41.0308,-8.06056,,,,"PT",,
"NF74_X",14030,41.0488,-8.06029,,,,"PT",,
"NF74_Y",14031,41.0668,-8.06001,,,,"PT",,
"NF74_Z",14032,41.0848,-8.05974,,,,"PT",,
"NF75_B",14034,41.1216,-8.15445,,,,"PT",,
"NF75_F",14038,41.1034,-8.13089,,,,"PT",,
"NF75_G",14039,41.1214,-8.13064,,,,"PT",,
"NF75_H",14040,41.1394,-8.13038,,,,"PT",,
"NF75_L",14044,41.1212,-8.10682,,,,"PT",,
"NF75_M",14045,41.1392,-8.10656,,,,"PT",,
"NF75_N",14046,41.1572,-8.1063,,,,"PT",,
"NF75_S",14050,41.139,-8.08274,,,,"PT",,
"NF75_X",14055,41.1388,-8.05892,,,,"PT",,
"NF75_Z",14057,41.1748,-8.05837,,,,"PT",,
"NF76_F",14063,41.1934,-8.12962,,,,"PT",,
"NF76_G",14064,41.2114,-8.12937,,,,"PT",,
"NF76_L",14069,41.2112,-8.10552,,,,"PT",,
"NF76_N",14071,41.2473,-8.105,,,,"PT",,
"NF76_Q",14073,41.193,-8.08194,,,,"PT",,
"NF76_S",14075,41.2291,-8.0814,,,,"PT",,
"NF76_W",14079,41.2108,-8.05783,,,,"PT",,
"NF77_N",14096,41.3373,-8.10369,,,,"PT",,
"NF77_Q",14098,41.2831,-8.0806,,,,"PT",,
"NF77_S",14100,41.3191,-8.08006,,,,"PT",,
"NF77_T",14101,41.3371,-8.0798,,,,"PT",,
"NF77_U",14102,41.3551,-8.07953,,,,"PT",,
"NF77_W",14104,41.3009,-8.05645,,,,"PT",,
"NF78_U",14127,41.4451,-8.07818,,,,"PT",,
"NF79_C",14135,41.4996,-8.15015,,,,"PT",,
"NF79_E",14137,41.5356,-8.14957,,,,"PT",,
"NF79_F",14138,41.4633,-8.12678,,,,"PT",,
"NF79_I",14141,41.5173,-8.1259,,,,"PT",,
"NF79_L",14144,41.4811,-8.10254,,,,"PT",,
"NF79_T",14151,41.5169,-8.07799,,,,"PT",,
"NF83_E",14237,40.9945,-8.03734,,,,"PT",,
"NF83_N",14246,40.9761,-7.9901,,,,"PT",,
"NF83_U",14252,40.9939,-7.96604,,,,"PT",,
"NF83_V",14253,40.9216,-7.94349,,,,"PT",,
"NF83_W",14254,40.9396,-7.94318,,,,"PT",,
"NF83_Y",14256,40.9756,-7.94257,,,,"PT",,
"NF85_C",14285,41.1386,-8.0351,,,,"PT",,
"NF85_D",14286,41.1566,-8.03482,,,,"PT",,
"NF85_E",14287,41.1746,-8.03454,,,,"PT",,
"NF85_F",14288,41.1024,-8.01186,,,,"PT",,
"NF85_I",14291,41.1564,-8.011,,,,"PT",,
"NF85_J",14292,41.1744,-8.01071,,,,"PT",,
"NF85_K",14293,41.1022,-7.98805,,,,"PT",,
"NF85_M",14295,41.1382,-7.98746,,,,"PT",,
"NF85_P",14297,41.1742,-7.98688,,,,"PT",,
"NF85_Q",14298,41.1019,-7.96424,,,,"PT",,
"NF86_D",14311,41.2466,-8.03342,,,,"PT",,
"NF86_H",14315,41.2284,-8.00985,,,,"PT",,
"NF86_K",14318,41.1922,-7.98658,,,,"PT",,
"NF86_R",14324,41.21,-7.96244,,,,"PT",,
"NF86_V",14328,41.1917,-7.93891,,,,"PT",,
"NF86_X",14330,41.2278,-7.93829,,,,"PT",,
"NF88_A",14358,41.3727,-8.03145,,,,"PT",,
"NF88_E",14362,41.4447,-8.03032,,,,"PT",,
"NF88_I",14366,41.4265,-8.00667,,,,"PT",,
"NF88_K",14368,41.3723,-7.98364,,,,"PT",,
"NF88_M",14370,41.4083,-7.98305,,,,"PT",,
"NF88_N",14371,41.4263,-7.98275,,,,"PT",,
"NF88_R",14374,41.39,-7.95943,,,,"PT",,
"NF88_S",14375,41.408,-7.95913,,,,"PT",,
"NF88_T",14376,41.4261,-7.95883,,,,"PT",,
"NF88_V",14378,41.3718,-7.93583,,,,"PT",,
"NF88_Z",14382,41.4438,-7.93459,,,,"PT",,
"NF90_A",14408,40.6507,-7.92393,,,,"PT",,
"NF90_B",14409,40.6687,-7.9236,,,,"PT",,
"NF90_F",14413,40.6504,-7.90029,,,,"PT",,
"NF90_N",14421,40.7042,-7.87561,,,,"PT",,
"NF90_S",14425,40.6859,-7.8523,,,,"PT",,
"NF94_A",14508,41.0114,-7.91819,,,,"PT",,
"NF94_B",14509,41.0294,-7.91788,,,,"PT",,
"NF94_C",14510,41.0474,-7.91757,,,,"PT",,
"NF94_D",14511,41.0655,-7.91726,,,,"PT",,
"NF94_E",14512,41.0835,-7.91694,,,,"PT",,
"NF94_F",14513,41.0112,-7.89442,,,,"PT",,
"NF94_G",14514,41.0292,-7.8941,,,,"PT",,
"NF94_H",14515,41.0472,-7.89378,,,,"PT",,
"NF94_I",14516,41.0652,-7.89346,,,,"PT",,
"NF94_L",14519,41.029,-7.87032,,,,"PT",,
"NF94_M",14520,41.047,-7.87,,,,"PT",,
"NF95_A",14533,41.1015,-7.91663,,,,"PT",,
"NF96_J",14567,41.2633,-7.88995,,,,"PT",,
"NF96_K",14568,41.191,-7.86739,,,,"PT",,
"NF96_M",14570,41.227,-7.86674,,,,"PT",,
"NF96_P",14572,41.263,-7.86609,,,,"PT",,
"NF96_R",14574,41.2088,-7.84322,,,,"PT",,
"NF96_U",14577,41.2628,-7.84222,,,,"PT",,
"NF96_Y",14581,41.2445,-7.8187,,,,"PT",,
"NF97_C",14585,41.3175,-7.91287,,,,"PT",,
"NF97_D",14586,41.3356,-7.91256,,,,"PT",,
"NF97_G",14589,41.2993,-7.88931,,,,"PT",,
"NF97_J",14592,41.3533,-7.88834,,,,"PT",,
"NF97_K",14593,41.2811,-7.86576,,,,"PT",,
"NF97_M",14595,41.3171,-7.8651,,,,"PT",,
"NF97_N",14596,41.3351,-7.86477,,,,"PT",,
"NF97_R",14599,41.2988,-7.84155,,,,"PT",,
"NF97_U",14602,41.3528,-7.84055,,,,"PT",,
"NF97_V",14603,41.2805,-7.81802,,,,"PT",,
"NF98_C",14610,41.4076,-7.9113,,,,"PT",,
"NF98_I",14616,41.4253,-7.88706,,,,"PT",,
"NF98_K",14618,41.3711,-7.86412,,,,"PT",,
"NF98_S",14625,41.4068,-7.83954,,,,"PT",,
"NF98_V",14628,41.3706,-7.81631,,,,"PT",,
"NF98_Y",14631,41.4246,-7.81529,,,,"PT",,
"NG10_P",14672,41.6297,-8.82012,,,,"PT",,
"NG10_Q",14673,41.5576,-8.79655,,,,"PT",,
"NG10_R",14674,41.5756,-8.79644,,,,"PT",,
"NG10_T",14676,41.6116,-8.79623,,,,"PT",,
"NG10_X",14680,41.5935,-8.77235,,,,"PT",,
"NG10_Z",14682,41.6295,-8.77212,,,,"PT",,
"NG11_D",14686,41.7018,-8.86777,,,,"PT",,
"NG11_E",14687,41.7198,-8.86768,,,,"PT",,
"NG11_H",14690,41.6838,-8.84384,,,,"PT",,
"NG11_I",14691,41.7018,-8.84374,,,,"PT",,
"NG11_K",14693,41.6477,-8.82002,,,,"PT",,
"NG11_L",14694,41.6657,-8.81992,,,,"PT",,
"NG11_M",14695,41.6837,-8.81982,,,,"PT",,
"NG11_T",14701,41.7016,-8.79569,,,,"PT",,
"NG11_X",14705,41.6835,-8.77178,,,,"PT",,
"NG12_R",14724,41.7556,-8.79537,,,,"PT",,
"NG13_A",14733,41.8279,-8.86716,,,,"PT",,
"NG13_C",14735,41.8639,-8.86699,,,,"PT",,
"NG13_N",14746,41.8818,-8.81871,,,,"PT",,
"NG13_P",14747,41.8998,-8.81861,,,,"PT",,
"NG13_R",14749,41.8457,-8.79483,,,,"PT",,
"NG13_W",14754,41.8456,-8.77075,,,,"PT",,
"NG20_E",14762,41.6294,-8.74812,,,,"PT",,
"NG20_I",14766,41.6113,-8.72425,,,,"PT",,
"NG20_M",14770,41.5932,-8.70039,,,,"PT",,
"NG20_P",14772,41.6292,-8.70012,,,,"PT",,
"NG20_Z",14782,41.629,-8.65212,,,,"PT",,
"NG21_A",14783,41.6474,-8.748,,,,"PT",,
"NG21_K",14793,41.6472,-8.69999,,,,"PT",,
"NG21_Q",14798,41.6471,-8.67598,,,,"PT",,
"NG22_C",14810,41.7735,-8.74715,,,,"PT",,
"NG22_I",14816,41.7914,-8.72297,,,,"PT",,
"NG22_L",14819,41.7553,-8.69918,,,,"PT",,
"NG22_P",14822,41.8093,-8.69878,,,,"PT",,
"NG22_X",14830,41.7731,-8.65094,,,,"PT",,
"NG24_B",14859,41.9355,-8.74607,,,,"PT",,
"NG24_H",14865,41.9534,-8.72183,,,,"PT",,
"NG24_I",14866,41.9714,-8.7217,,,,"PT",,
"NG24_L",14869,41.9353,-8.69784,,,,"PT",,
"NG24_T",14876,41.9712,-8.67344,,,,"PT",,
"NG24_W",14879,41.9351,-8.64961,,,,"PT",,
"NG30",1306,41.594,-8.58143,,,,"PT",,
"NG31_A",14908,41.6469,-8.62797,,,,"PT",,
"NG31_G",14914,41.6648,-8.6038,,,,"PT",,
"NG31_K",14918,41.6467,-8.57995,,,,"PT",,
"NG31_M",14920,41.6827,-8.57962,,,,"PT",,
"NG31_R",14924,41.6646,-8.55577,,,,"PT",,
"NG31_T",14926,41.7006,-8.55542,,,,"PT",,
"NG31_X",14930,41.6824,-8.53158,,,,"PT",,
"NG35_C",15010,42.043,-8.62457,,,,"PT",,
"NG35_G",15014,42.0249,-8.60058,,,,"PT",,
"NG35_M",15020,42.0428,-8.57626,,,,"PT",,
"NG35_R",15024,42.0247,-8.55228,,,,"PT",,
"NG35_X",15030,42.0425,-8.52795,,,,"PT",,
"NG35_Z",15032,42.0786,-8.52759,,,,"PT",,
"NG43_W",15129,41.8437,-8.40955,,,,"PT",,
"NG44_H",15140,41.9522,-8.48062,,,,"PT",,
"NG44_L",15144,41.9341,-8.4567,,,,"PT",,
"NG44_N",15146,41.9701,-8.4563,,,,"PT",,
"NG44_Q",15148,41.9159,-8.43279,,,,"PT",,
"NG44_S",15150,41.9519,-8.43238,,,,"PT",,
"NG44_W",15154,41.9338,-8.40847,,,,"PT",,
"NG51_A",15208,41.6455,-8.3879,,,,"PT",,
"NG51_F",15213,41.6453,-8.3639,,,,"PT",,
"NG51_G",15214,41.6634,-8.36367,,,,"PT",,
"NG51_I",15216,41.6994,-8.36322,,,,"PT",,
"NG51_M",15220,41.6812,-8.33942,,,,"PT",,
"NG51_P",15222,41.7172,-8.33896,,,,"PT",,
"NG51_V",15228,41.6448,-8.29188,,,,"PT",,
"NG51_X",15230,41.6808,-8.29139,,,,"PT",,
"NG53_N",15271,41.8792,-8.33684,,,,"PT",,
"NG53_Q",15273,41.8251,-8.31347,,,,"PT",,
"NG53_W",15279,41.8429,-8.28915,,,,"PT",,
"NG53_Y",15281,41.8789,-8.28865,,,,"PT",,
"NG55_A",15308,42.0056,-8.38347,,,,"PT",,
"NG55_C",15310,42.0416,-8.38302,,,,"PT",,
"NG55_E",15312,42.0777,-8.38258,,,,"PT",,
"NG55_G",15314,42.0235,-8.3591,,,,"PT",,
"NG55_I",15316,42.0595,-8.35864,,,,"PT",,
"NG55_P",15322,42.0773,-8.33424,,,,"PT",,
"NG60_D",15336,41.6086,-8.26838,,,,"PT",,
"NG60_F",15338,41.5544,-8.24517,,,,"PT",,
"NG60_H",15340,41.5904,-8.24465,,,,"PT",,
"NG60_J",15342,41.6264,-8.24413,,,,"PT",,
"NG60_R",15349,41.572,-8.19696,,,,"PT",,
"NG60_T",15351,41.608,-8.19641,,,,"PT",,
"NG62_B",15384,41.7527,-8.26635,,,,"PT",,
"NG62_D",15386,41.7887,-8.26584,,,,"PT",,
"NG62_K",15393,41.7343,-8.21853,,,,"PT",,
"NG62_R",15399,41.7521,-8.19421,,,,"PT",,
"NG62_U",15402,41.8061,-8.19339,,,,"PT",,
"NG62_X",15405,41.7699,-8.16989,,,,"PT",,
"NG64_C",15435,41.9507,-8.26353,,,,"PT",,
"NG64_E",15437,41.9867,-8.26302,,,,"PT",,
"NG64_G",15439,41.9325,-8.23968,,,,"PT",,
"NG64_H",15440,41.9505,-8.23942,,,,"PT",,
"NG64_N",15446,41.9683,-8.21503,,,,"PT",,
"NG64_P",15447,41.9863,-8.21476,,,,"PT",,
"NG66_A",15483,42.0948,-8.26148,,,,"PT",,
"NG66_G",15488,42.1126,-8.23704,,,,"PT",,
"NG66_K",15491,42.0944,-8.21313,,,,"PT",,
"NG66_M",15493,42.1304,-8.21259,,,,"PT",,
"NG66_R",15496,42.1122,-8.18868,,,,"PT",,
"NG66_T",15498,42.1482,-8.18812,,,,"PT",,
"NG71_C",15530,41.6796,-8.14728,,,,"PT",,
"NG71_F",15533,41.6434,-8.12385,,,,"PT",,
"NG71_J",15537,41.7154,-8.12267,,,,"PT",,
"NG71_N",15541,41.6972,-8.09894,,,,"PT",,
"NG71_R",15544,41.6609,-8.07553,,,,"PT",,
"NG71_Z",15552,41.7147,-8.05058,,,,"PT",,
"NG75_A",15578,42.0037,-8.14207,,,,"PT",,
"NG75_B",15579,42.0217,-8.14178,,,,"PT",,
"NG75_C",15580,42.0397,-8.14148,,,,"PT",,
"NG75_D",15581,42.0577,-8.14119,,,,"PT",,
"NG75_E",15582,42.0757,-8.1409,,,,"PT",,
"NG75_G",15584,42.0215,-8.11763,,,,"PT",,
"NG80_D",15606,41.6065,-8.02847,,,,"PT",,
"NG80_G",15609,41.5702,-8.00514,,,,"PT",,
"NG80_M",15615,41.588,-7.98083,,,,"PT",,
"NG80_P",15617,41.624,-7.98016,,,,"PT",,
"NG80_Q",15618,41.5517,-7.95752,,,,"PT",,
"NG80_Y",15626,41.6055,-7.93251,,,,"PT",,
"NG82_A",15653,41.7325,-8.02622,,,,"PT",,
"NG82_H",15660,41.7683,-8.00153,,,,"PT",,
"NG82_Q",15668,41.7317,-7.95411,,,,"PT",,
"NG82_S",15670,41.7678,-7.95343,,,,"PT",,
"NG82_U",15672,41.8038,-7.95274,,,,"PT",,
"NG82_Y",15676,41.7855,-7.92903,,,,"PT",,
"NG91_G",15734,41.6589,-7.88345,,,,"PT",,
"NG91_I",15736,41.6949,-7.88273,,,,"PT",,
"NG91_M",15740,41.6767,-7.85907,,,,"PT",,
"NG91_P",15742,41.7127,-7.85834,,,,"PT",,
"NG91_R",15744,41.6584,-7.83543,,,,"PT",,
"NG91_X",15750,41.6761,-7.81104,,,,"PT",,
"NG91_Z",15752,41.7121,-7.81028,,,,"PT",,
"NG93_C",15780,41.8573,-7.90355,,,,"PT",,
"NG93_E",15782,41.8933,-7.90283,,,,"PT",,
"NG93_K",15788,41.8207,-7.85612,,,,"PT",,
"NG93_M",15790,41.8567,-7.85538,,,,"PT",,
"NG93_W",15799,41.8381,-7.8076,,,,"PT",,
"NG93_Y",15801,41.8742,-7.80683,,,,"PT",,
"Nisa",27057,39.4605,-7.636,,,,"PT",,
"Nisa",1611,39.518741,-7.648888,,,,"PT",,
"Nisa - Espirito Santo - Área nº 1",1731,39.4938333333,-7.605,,,,"PT",,
"Nisa- Barragem do Poio",27574,39.5066666667,-7.58,,,,"PT",,
"No Oceano Atlântico, ao largo Sagres",27091,36.998,-9.0443333333,,,,"PT",,
"Nossa Senhora de Aracelis",227,"37.745833333333","-7.8866666666667",,"Nossa Senhora de Aracelis","PT-02","PT","37.7460365","-7.8866561"
"Oeiras",1637,39.7071666667,-7.8881666667,,,,"PT",,
"Oeiras - Passeio Marítimo",27291,"38.6788","-9.3165",,"Oeiras--passeio marítimo (INATEL)","PT-11","PT","38.6801287","-9.3156445"
"Oeiras: Linda-a-Velha",354,38.709,-9.2351666667,,,,"PT",,
"Olhao Municipality",27475,37.0276666667,-7.8448333333,,,,"PT",,
"Ourique",27524,37.6718333333,-8.2523333333,,,,"PT",,
"PA09",403,36.9934,-7.82135,,,,"PT",,
"PA09_B",15804,36.9745,-7.86248,,,,"PT",,
"PA09_E",15806,37.028264,-7.864691,,,,"PT",,
"PA09_H",15809,36.991997,-7.842756,,,,"PT",,
"PA09_P",15813,37.0282,-7.81701,,,,"PT",,
"PA09_T",15817,37.0101,-7.79472,,,,"PT",,
"PA09_Z",15821,37.0279,-7.77206,,,,"PT",,
"Paço d'Arcos",1752,38.6926666667,-9.2916666667,,,,"PT",,
"Paços da Serra, Gouveia",27447,40.463749,-7.639306,,,,"PT",,
"Palácio Peninha - Sintra",1544,"38.768666666667","-9.461",,"PN Sintra-Cascais--Peninha","PT-11","PT","38.7785435","-9.4639492"
"Palhais, Sertã",27359,39.76966,8.19095,,,,"PT",,
"Pampilhosa - Serra do Buçaco",1818,40.3408333333,-8.4133333333,,,,"PT",,
"Pampilhosa Da Serra - Barragem de Santa Luzia - Área nº 1",2026,40.0896666667,-7.8575,,,,"PT",,
"Pancas - RNET",1558,38.7818333333,-8.9163333333,,,,"PT",,
"Papoa / Cabo Carvoeiro",2035,39.3721666667,-9.376,,,,"PT",,
"Paranhos - Porto",27597,41.1725,-8.6076666667,,,,"PT",,
"Parque Ambiental do Alambre",27593,"38.489468","-9.029405","Portugal (mainland)","PN Arrábida--Alambre","PT-15","PT","38.493576","-9.0281413"
"Parque Ambiental do Alambre",27469,38,9,,,,"PT",,
"Parque Botânico do Monteiro Mor",2082,38.7753333333,-9.1673333333,,,,"PT",,
"Parque Botânico Monteiro-Mor - Museu Nacional Traje",27149,38.7753333333,-9.1661666667,,,,"PT",,
"Parque Cidade, ponte do lago grande.Nevogilde,Porto",27591,1,1,,,,"PT",,
"Parque da Cidade - Porto",27211,41.1686666667,-8.683,,,,"PT",,
"Parque da cidade do Porto",27150,41.1705,-8.6839,,,,"PT",,
"Parque da Cidade Póvoa de Varzim",27581,"41.398666666667","-8.756",,"Parque da Cidade da Póvoa do Varzim","PT-13","PT","41.3996295","-8.7534476"
"Parque da Paz - Almada",27184,38.662986,-9.167426,,,,"PT",,
"Parque das Nações - Lisboa",1549,"38.782833333333","-9.0911666666667",,"Parque do Tejo","PT-11","PT","38.7833131","-9.0920265"
"Parque de Avioso - Maia",27237,41.289,-8.6106666667,,,,"PT",,
"Parque de Natureza de Noudar",27417,38.178,-7.0298333333,,,,"PT",,
"Parque de Serralves, Porto",27307,41.159,-8.658,,,,"PT",,
"Parque de Tejo",27386,"38.817166666667","-9.0805","Portugal (mainland)","Estuário do Tejo--Foz do Trancão","PT-11","PT","38.7962394","-9.0906286"
"Parque de Tejo",27376,"38.837333333333","-9.0723333333333","Portugal (mainland)","Estuário do Tejo--Foz do Trancão","PT-11","PT","38.7962394","-9.0906286"
"Parque do Tejo",199,"38.785833333333","-9.0938333333333",,"Parque do Tejo","PT-11","PT","38.7833131","-9.0920265"
"Parque do Tejo",2052,"38.787166666667","-9.091",,"Parque do Tejo","PT-11","PT","38.7833131","-9.0920265"
"Parque do Vale do Silêncio - Olivais - Lisboa",27479,38.7676666667,-9.1153333333,,,,"PT",,
